H,Betriebszeit_-,Pers/m2,Qi Sommer W/m²,Qi Winter W/m²,Luftwechsel_Anlage_1_h,Luftwechsel_Infiltration_1_h,Warmwasserbedarf_W_m2,Lüfterstrom_W_m2,"Aufzug, Regelung etc._W_m2",Beleuchtung_W_m2,Nutzerstrom_W_m2,Abwärme W/m²
3869,0.932043871,0.025890108,3.50490133,1.752450665,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.041358465,1.622341253
3870,1,0.030420516,4.034758294,2.017379147,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.01830676,1.21570541
3871,1,0.030420516,5.387949896,2.693974948,0.474751742,0.07,3.969223358,0.57570615,0.2,0,1.067291632,1.073156597
3872,1,0.030420516,6.827191974,3.413595987,0.474751742,0.07,3.969223358,0.57570615,0.2,0,1.416428906,1.185644096
3873,1,0.030420516,7.053203296,3.526601648,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.505878652,1.249645603
3874,1,0.030420516,8.766203093,4.383101546,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.688495702,1.589047539
3875,1,0.030420516,9.71050319,4.855251595,0.474751742,0.07,1.82790405,0.57570615,0.2,0,4.194672713,1.300394274
3876,1,0.030420516,10.39588229,5.197941146,0.474751742,0.07,2.616491472,0.57570615,0.2,0,4.562059253,1.308475272
3877,1,0.030420516,10.52937443,5.264687216,0.474751742,0.07,3.405078894,0.57570615,0.2,0,4.633615586,1.155259541
3878,1,0.030420516,9.308234932,4.654117466,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.979043227,1.148148263
3879,1,0.030420516,8.186542597,4.093271298,0.474751742,0.07,1.420467215,0.57570615,0.2,0,3.377777936,1.148471503
3880,1,0.030420516,7.480557325,3.740278662,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.999345787,1.086409434
3881,1,0.030420516,6.907168272,3.453584136,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.691989728,1.11194539
3882,1,0.030420516,6.212740776,3.106370388,0.474751742,0.07,2.616491472,0.57570615,0.2,0,2.714561188,1.220230769
3883,0.932043871,0.025890108,8.353777052,4.176888526,0.372817549,0.07,2.497698431,0.425493664,0.2,0,2.778657155,0.891495751
3884,0.932043871,0.025890108,9.263136253,4.631568127,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.001713833,0.588943169
3885,0.932043871,0.025890108,8.74042074,4.37021037,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.143866011,0.639045359
3886,0.932043871,0.025890108,8.420577159,4.210288579,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.972418959,0.52979026
3887,0.932043871,0.025890108,7.000914022,3.500457011,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.774558495,0.507486704
3888,0.932043871,0.025890108,4.351546104,2.175773052,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.495188897,0.504577544
3889,0.932043871,0.025890108,3.678709887,1.839354943,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.13452577,0.495203586
3890,0.932043871,0.025890108,3.497733967,1.748866984,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.037516514,0.507809944
3891,0.932043871,0.025890108,3.393807201,1.696903601,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.981808228,0.523648701
3892,0.932043871,0.025890108,3.462793072,1.731396536,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.018787004,1.097076352
3893,0.932043871,0.025890108,3.837287797,1.918643898,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.219528931,1.491429078
3894,1,0.030420516,5.795241871,2.897620936,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.961985912,1.276474518
3895,1,0.030420516,8.197556256,4.098778128,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.573336325,1.149764462
3896,1,0.030420516,8.098742398,4.049371199,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.801932394,1.21376597
3897,1,0.030420516,8.186542597,4.093271298,0.474751742,0.07,3.286285853,0.57570615,0.2,0,3.113387113,1.334980947
3898,1,0.030420516,8.01362996,4.00681498,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.285090874,1.406093734
3899,1,0.030420516,8.110389363,4.055194681,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.336957209,1.392517656
3900,1,0.030420516,8.678402894,4.339201447,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.641431806,1.317849231
3901,1,0.030420516,8.495635133,4.247817567,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.543462062,1.067984758
3902,1,0.030420516,7.745749762,3.872874881,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.141497965,1.036630484
3903,1,0.030420516,7.279871156,3.639935578,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.891771166,1.157845461
3904,1,0.030420516,7.136523893,3.568261946,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.814932151,1.146855303
3905,1,0.030420516,7.413363295,3.706681648,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.963327499,1.078974916
3906,1,0.030420516,7.907188859,3.953594429,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.341279404,1.093197473
3907,0.932043871,0.025890108,9.733494461,4.866747231,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.518232673,0.848828079
3908,0.932043871,0.025890108,9.784561924,4.892280962,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.28121575,0.63452
3909,0.932043871,0.025890108,8.67233079,4.336165395,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.107367478,0.626762241
3910,0.932043871,0.025890108,8.205556264,4.102778132,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.857160436,0.532376179
3911,0.932043871,0.025890108,5.993003577,2.996501788,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.234284171,0.514597983
3912,0.932043871,0.025890108,4.351546104,2.175773052,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.495188897,0.510395863
3913,0.932043871,0.025890108,3.678709887,1.839354943,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.13452577,0.498112746
3914,0.932043871,0.025890108,3.497733967,1.748866984,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.037516514,0.506840224
3915,0.932043871,0.025890108,3.393807201,1.696903601,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.981808228,0.523971941
3916,0.932043871,0.025890108,3.462793072,1.731396536,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.018787004,1.032428365
3917,0.932043871,0.025890108,3.837287797,1.918643898,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.219528931,1.654988487
3918,1,0.030420516,5.795241871,2.897620936,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.961985912,1.304596393
3919,1,0.030420516,8.197556256,4.098778128,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.573336325,1.088995354
3920,1,0.030420516,9.411922315,4.705961158,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.801932394,1.171098298
3921,1,0.030420516,8.711814564,4.355907282,0.474751742,0.07,3.286285853,0.57570615,0.2,0,3.113387113,1.432276169
3922,1,0.030420516,8.276265944,4.138132972,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.285090874,1.431952929
3923,1,0.030420516,8.110389363,4.055194681,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.336957209,1.297808354
3924,1,0.030420516,8.678402894,4.339201447,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.641431806,1.235099806
3925,1,0.030420516,8.495635133,4.247817567,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.543462062,1.157845461
3926,1,0.030420516,7.745749762,3.872874881,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.141497965,1.126491187
3927,1,0.030420516,7.279871156,3.639935578,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.891771166,1.142006704
3928,1,0.030420516,7.136523893,3.568261946,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.814932151,1.123582027
3929,1,0.030420516,7.413363295,3.706681648,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.963327499,1.173037738
3930,1,0.030420516,7.907188859,3.953594429,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.341279404,1.087055914
3931,0.932043871,0.025890108,9.733494461,4.866747231,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.518232673,0.796463209
3932,0.932043871,0.025890108,9.784561924,4.892280962,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.28121575,0.626762241
3933,0.932043871,0.025890108,8.67233079,4.336165395,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.107367478,0.615448843
3934,0.932043871,0.025890108,8.205556264,4.102778132,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.857160436,0.525264901
3935,0.932043871,0.025890108,5.993003577,2.996501788,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.234284171,0.504577544
3936,0.932043871,0.025890108,4.351546104,2.175773052,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.495188897,0.502961345
3937,0.932043871,0.025890108,3.678709887,1.839354943,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.13452577,0.484536668
3938,0.932043871,0.025890108,3.497733967,1.748866984,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.037516514,0.482273989
3939,0.932043871,0.025890108,3.393807201,1.696903601,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.981808228,0.518476862
3940,0.932043871,0.025890108,3.462793072,1.731396536,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.018787004,1.256433642
3941,0.932043871,0.025890108,3.837287797,1.918643898,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.219528931,1.560602425
3942,1,0.030420516,5.795241871,2.897620936,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.961985912,1.136188385
3943,1,0.030420516,8.197556256,4.098778128,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.573336325,1.029519205
3944,1,0.030420516,8.098742398,4.049371199,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.801932394,1.135541905
3945,1,0.030420516,8.186542597,4.093271298,0.474751742,0.07,3.286285853,0.57570615,0.2,0,3.113387113,1.42387193
3946,1,0.030420516,8.01362996,4.00681498,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.285090874,1.157198981
3947,1,0.030420516,8.110389363,4.055194681,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.336957209,1.136188385
3948,1,0.030420516,8.678402894,4.339201447,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.641431806,1.10871299
3949,1,0.030420516,8.495635133,4.247817567,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.543462062,1.024993846
3950,1,0.030420516,7.745749762,3.872874881,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.141497965,1.00172057
3951,1,0.030420516,7.279871156,3.639935578,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.891771166,1.044388242
3952,1,0.030420516,7.399159876,3.699579938,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.814932151,1.082530555
3953,1,0.030420516,7.675999279,3.837999639,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.963327499,0.957436699
3954,1,0.030420516,7.907188859,3.953594429,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.341279404,0.597993887
3955,0.932043871,0.025890108,9.733494461,4.866747231,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.518232673,0.507809944
3956,0.932043871,0.025890108,9.784561924,4.892280962,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.28121575,0.607044605
3957,0.932043871,0.025890108,8.67233079,4.336165395,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.107367478,0.567932572
3958,0.932043871,0.025890108,8.205556264,4.102778132,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.857160436,0.492294427
3959,0.932043871,0.025890108,5.993003577,2.996501788,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.234284171,0.481304269
3960,0.932043871,0.025890108,4.351546104,2.175773052,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.495188897,0.491647947
3961,0.932043871,0.025890108,3.678709887,1.839354943,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.13452577,0.459970433
3962,0.932043871,0.025890108,3.497733967,1.748866984,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.037516514,0.468697911
3963,0.932043871,0.025890108,3.393807201,1.696903601,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.981808228,0.494557106
3964,0.932043871,0.025890108,3.462793072,1.731396536,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.018787004,0.547245216
3965,0.932043871,0.025890108,3.837287797,1.918643898,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.219528931,0.524295181
3966,1,0.030420516,5.795241871,2.897620936,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.961985912,0.493587387
3967,1,0.030420516,8.197556256,4.098778128,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.573336325,0.481304269
3968,1,0.030420516,8.098742398,4.049371199,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.801932394,0.479688069
3969,1,0.030420516,8.186542597,4.093271298,0.474751742,0.07,3.286285853,0.57570615,0.2,0,3.113387113,0.465788752
3970,1,0.030420516,8.01362996,4.00681498,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.285090874,0.482597229
3971,1,0.030420516,8.110389363,4.055194681,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.336957209,0.496496546
3972,1,0.030420516,8.678402894,4.339201447,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.641431806,0.486799348
3973,1,0.030420516,8.495635133,4.247817567,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.543462062,0.463202832
3974,1,0.030420516,7.745749762,3.872874881,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.141497965,0.492617667
3975,1,0.030420516,7.279871156,3.639935578,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.891771166,0.491647947
3976,1,0.030420516,7.136523893,3.568261946,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.814932151,0.465788752
3977,1,0.030420516,7.413363295,3.706681648,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.963327499,0.465465512
3978,1,0.030420516,7.907188859,3.953594429,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.341279404,0.495203586
3979,0.932043871,0.025890108,9.733494461,4.866747231,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.518232673,0.493910627
3980,0.932043871,0.025890108,9.784561924,4.892280962,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.28121575,0.571811452
3981,0.932043871,0.025890108,8.67233079,4.336165395,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.107367478,0.560498054
3982,0.932043871,0.025890108,8.205556264,4.102778132,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.857160436,0.483890188
3983,0.932043871,0.025890108,5.993003577,2.996501788,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.234284171,0.468697911
3984,0.932043871,0.025890108,4.351546104,2.175773052,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.495188897,0.483890188
3985,0.932043871,0.025890108,3.678709887,1.839354943,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.13452577,0.443808436
3986,0.932043871,0.025890108,3.497733967,1.748866984,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.037516514,0.445747876
3987,0.932043871,0.025890108,3.393807201,1.696903601,0.372817549,0.07,0.394293711,0.425493664,0.2,0,0.981808228,0.488738787
3988,0.932043871,0.025890108,3.462793072,1.731396536,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.018787004,1.024670606
3989,0.932043871,0.025890108,3.837287797,1.918643898,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.219528931,1.600037697
3990,0.932043871,0.025890108,5.222380729,2.611190364,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.961985912,1.283262557
3991,0.932043871,0.025890108,6.888159359,3.44407968,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.573336325,1.047297402
3992,0.932043871,0.025890108,6.789345501,3.39467275,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.801932394,1.186613815
3993,0.932043871,0.025890108,6.8771457,3.43857285,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.848996291,1.228311767
3994,0.932043871,0.025890108,6.704233063,3.352116532,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.756309229,1.278090718
3995,0.932043871,0.025890108,6.800992466,3.400496233,0.372817549,0.07,1.196024257,0.425493664,0.2,0,2.808175564,1.170451818
3996,0.932043871,0.025890108,7.369005997,3.684502998,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.112650161,1.024347366
3997,0.932043871,0.025890108,7.186238236,3.593119118,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.014680417,1.113238349
3998,0.932043871,0.025890108,6.436352865,3.218176432,0.372817549,0.07,2.37890539,0.425493664,0.2,0,2.61271632,1.128107386
3999,0.932043871,0.025890108,5.970474259,2.98523713,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.362989521,1.076065756
4000,0.932043871,0.025890108,5.827126996,2.913563498,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.286150507,0.985558573
4001,0.932043871,0.025890108,6.103966398,3.051983199,0.372817549,0.07,3.574929647,0.425493664,0.2,0,2.434545854,1.023377646
4002,0.932043871,0.025890108,6.809055749,3.404527875,0.372817549,0.07,2.773199101,0.425493664,0.2,0,2.812497759,1.016912848
4003,0.932043871,0.025890108,9.733494461,4.866747231,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.253841851,0.742482139
4004,0.932043871,0.025890108,9.784561924,4.892280962,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.28121575,0.585387529
4005,0.932043871,0.025890108,8.67233079,4.336165395,0.372817549,0.07,0.788587422,0.425493664,0.2,0,3.107367478,0.554679735
4006,0.932043871,0.025890108,8.205556264,4.102778132,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.857160436,0.492617667
4007,0.932043871,0.025890108,5.993003577,2.996501788,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.234284171,0.463526072
4008,0.932043871,0.025890108,4.351546104,2.175773052,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.495188897,0.470314111
4009,0.932043871,0.025890108,4.019159637,2.009579819,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.317018431,0.448980275
4010,0.932043871,0.025890108,3.589117847,1.794558924,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.086501386,0.460293673
4011,0.932043871,0.025890108,3.506693171,1.753346585,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.042318953,0.47807187
4012,0.932043871,0.025890108,3.523715659,1.761857829,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.051443586,1.155259541
4013,0.932043871,0.025890108,3.564927997,1.782463998,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.073534802,1.406093734
4014,0.932043871,0.025890108,3.996761627,1.998380814,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.305012335,1.235746286
4015,0.932043871,0.025890108,5.57563598,2.78781799,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.869779094,1.037276964
4016,0.932043871,0.025890108,6.314507691,3.157253846,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.547403157,1.21441245
4017,0.932043871,0.025890108,7.295540524,3.647770262,0.372817549,0.07,1.196024257,0.425493664,0.2,0,3.073270166,1.328839388
4018,0.932043871,0.025890108,7.621655548,3.810827774,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.248078925,1.257726602
4019,0.932043871,0.025890108,7.846531568,3.923265784,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.368620129,1.186290575
4020,0.932043871,0.025890108,8.240736542,4.120368271,0.372817549,0.07,3.167492812,0.425493664,0.2,0,3.57992742,1.139097544
4021,0.932043871,0.025890108,8.020340124,4.010170062,0.372817549,0.07,3.167492812,0.425493664,0.2,0,3.461787435,1.029519205
4022,0.932043871,0.025890108,7.346607987,3.673303993,0.372817549,0.07,2.773199101,0.425493664,0.2,0,3.100644065,1.082853795
4023,0.932043871,0.025890108,7.031244008,3.515622004,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.931598232,1.044711482
4024,0.932043871,0.025890108,6.904023311,3.452011656,0.372817549,0.07,1.590317968,0.425493664,0.2,0,2.863403606,1.029195965
4025,0.932043871,0.025890108,7.051850177,3.525925088,0.372817549,0.07,1.984611679,0.425493664,0.2,0,2.94264384,0.973598696
4026,0.932043871,0.025890108,7.680786294,3.840393147,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.279775018,0.979093775
4027,0.932043871,0.025890108,10.27910998,5.139554991,0.372817549,0.07,2.37890539,0.425493664,0.2,0,3.546310351,0.785473051
4028,0.932043871,0.025890108,10.01122978,5.005614892,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.402717442,0.593468528
4029,0.932043871,0.025890108,8.539734571,4.269867286,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.03629139,0.551124096
4030,0.932043871,0.025890108,8.352487209,4.176243604,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.935920426,0.481627509
4031,0.932043871,0.025890108,6.443651536,3.221825768,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.475846825,0.466435232
4032,0.932043871,0.025890108,4.688412173,2.344206086,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.675760582,0.468051431
4033,0.932043871,0.025890108,4.924935157,2.462467579,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.802544956,0.450273235
4034,0.932043871,0.025890108,4.102480234,2.051240117,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.361681108,0.470637351
4035,0.932043871,0.025890108,3.666167001,1.833083501,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.127802357,0.487769068
4036,0.932043871,0.025890108,3.52729934,1.76364967,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.053364561,1.093197473
4037,0.932043871,0.025890108,3.50490133,1.752450665,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.041358465,1.641735649
4038,1,0.030420516,4.034758294,2.017379147,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.01830676,1.105803831
4039,1,0.030420516,5.387949896,2.693974948,0.474751742,0.07,3.969223358,0.57570615,0.2,0,1.067291632,1.174653938
4040,1,0.030420516,5.514012056,2.757006028,0.474751742,0.07,3.969223358,0.57570615,0.2,0,1.416428906,1.287141436
4041,1,0.030420516,7.053203296,3.526601648,0.474751742,0.07,3.286285853,0.57570615,0.2,0,2.505878652,1.451670565
4042,1,0.030420516,8.766203093,4.383101546,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.688495702,1.340152786
4043,1,0.030420516,9.71050319,4.855251595,0.474751742,0.07,1.82790405,0.57570615,0.2,0,4.194672713,1.274535079
4044,1,0.030420516,10.39588229,5.197941146,0.474751742,0.07,2.616491472,0.57570615,0.2,0,4.562059253,1.245443484
4045,1,0.030420516,10.52937443,5.264687216,0.474751742,0.07,3.405078894,0.57570615,0.2,0,4.633615586,1.086086194
4046,1,0.030420516,9.308234932,4.654117466,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.979043227,1.043741762
4047,1,0.030420516,8.186542597,4.093271298,0.474751742,0.07,1.420467215,0.57570615,0.2,0,3.377777936,1.124228507
4048,1,0.030420516,7.480557325,3.740278662,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.999345787,1.345001385
4049,1,0.030420516,6.907168272,3.453584136,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.691989728,1.096429872
4050,1,0.030420516,6.212740776,3.106370388,0.474751742,0.07,2.616491472,0.57570615,0.2,0,2.714561188,1.192108894
4051,0.932043871,0.025890108,8.353777052,4.176888526,0.372817549,0.07,2.497698431,0.425493664,0.2,0,2.778657155,1.068307998
4052,0.932043871,0.025890108,9.263136253,4.631568127,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.001713833,0.63225732
4053,0.932043871,0.025890108,8.74042074,4.37021037,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.143866011,0.58150865
4054,0.932043871,0.025890108,8.420577159,4.210288579,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.972418959,0.493910627
4055,0.932043871,0.025890108,7.000914022,3.500457011,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.774558495,0.492294427
4056,0.932043871,0.025890108,4.351546104,2.175773052,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.495188897,0.472253551
4057,0.932043871,0.025890108,3.678709887,1.839354943,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.13452577,0.458677473
4058,0.932043871,0.025890108,3.497733967,1.748866984,0.372817549,0.07,0.394293711,0.425493664,0.2,0,1.037516514,0.47419299
4059,0.932043871,0.025890108,3.393807201,1.696903601,0.372817549,0.07,0.788587422,0.425493664,0.2,0,0.981808228,0.484213428
4060,0.932043871,0.025890108,3.462793072,1.731396536,0.372817549,0.07,0.788587422,0.425493664,0.2,0,1.018787004,0.769634294
4061,0.932043871,0.025890108,3.837287797,1.918643898,0.474751742,0.07,1.590317968,0.425493664,0.2,0,1.219528931,0.519123342
4062,1,0.030420516,5.795241871,2.897620936,0.474751742,0.07,2.37890539,0.57570615,0.2,0,1.961985912,0.493264147
4063,1,0.030420516,8.197556256,4.098778128,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.573336325,0.467404952
4064,1,0.030420516,8.098742398,4.049371199,0.474751742,0.07,3.969223358,0.57570615,0.2,0,2.801932394,0.488092308
4065,1,0.030420516,8.186542597,4.093271298,0.474751742,0.07,3.286285853,0.57570615,0.2,0,3.113387113,0.482273989
4066,1,0.030420516,8.01362996,4.00681498,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.285090874,0.494880346
4067,1,0.030420516,8.110389363,4.055194681,0.474751742,0.07,1.82790405,0.57570615,0.2,0,3.336957209,0.500375425
4068,1,0.030420516,8.678402894,4.339201447,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.641431806,0.480981029
4069,1,0.030420516,8.495635133,4.247817567,0.474751742,0.07,3.405078894,0.57570615,0.2,0,3.543462062,0.472253551
4070,1,0.030420516,7.745749762,3.872874881,0.474751742,0.07,2.222197761,0.57570615,0.2,0,3.141497965,0.492617667
4071,1,0.030420516,7.279871156,3.639935578,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.891771166,0.498759226
4072,1,0.030420516,7.136523893,3.568261946,0.474751742,0.07,1.420467215,0.57570615,0.2,0,2.814932151,0.489062027
4073,1,0.030420516,7.413363295,3.706681648,0.474751742,0.07,2.222197761,0.57570615,0.2,0,2.963327499,0.462879592
4074,1,0.030420516,7.907188859,3.953594429,0.474751742,0.07,2.616491472,0.57570615,0.2,0,3.341279404,0.489708507
4075,0.932043871,0.025890108,9.733494461,4.866747231,0.372817549,0.07,2.497698431,0.425493664,0.2,0,3.518232673,0.504900784
4076,0.932043871,0.025890108,9.784561924,4.892280962,0.372817549,0.07,1.984611679,0.425493664,0.2,0,3.28121575,0.570841732
4077,0.932043871,0.025890108,8.67233079,4.336165395,0.372817549,0.07,1.590317968,0.425493664,0.2,0,3.107367478,0.550477616
4078,0.932043871,0.025890108,8.205556264,4.102778132,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.857160436,0.471930311
4079,0.932043871,0.025890108,5.993003577,2.996501788,0.372817549,0.07,0.788587422,0.425493664,0.2,0,2.234284171,0.462556352
